Number,Transaction,DateTime,Empty
563,Greg Vallieres was picked by Team 24 as the 1019 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
564,Carlo Carlson was added to Team 6.,2022-07-23 6:49:29 PM,
565,Carlo Carlson was picked by Team 6 as the 1020 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
566,Alain Trudeau was added to Team 2.,2022-07-23 6:49:29 PM,
567,Alain Trudeau was picked by Team 2 as the 1021 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
568,Craig Christensen was added to Team 22.,2022-07-23 6:49:29 PM,
569,Craig Christensen was picked by Team 22 as the 1022 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
570,Cary Boone was added to Team 1.,2022-07-23 6:49:29 PM,
571,Cary Boone was picked by Team 1 as the 1023 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
572,Charles Middleton was added to Team 19.,2022-07-23 6:49:29 PM,
573,Charles Middleton was picked by Team 19 as the 1024 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
574,Donats Vilcane was added to Team 23.,2022-07-23 6:49:29 PM,
575,Donats Vilcane was picked by Team 23 as the 1025 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
576,Stepan Akhmetov was added to Team 17.,2022-07-23 6:49:29 PM,
577,Stepan Akhmetov was picked by Team 17 as the 1026 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
578,Hugo Nickel was added to Team 15.,2022-07-23 6:49:29 PM,
579,Hugo Nickel was picked by Team 15 as the 1027 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
580,Pat Mooney was added to Team 3.,2022-07-23 6:49:29 PM,
581,Pat Mooney was picked by Team 3 as the 1028 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
582,Philip Andrews was added to Team 7.,2022-07-23 6:49:29 PM,
583,Philip Andrews was picked by Team 7 as the 1029 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
584,Andrej Lazareva was added to Team 10.,2022-07-23 6:49:29 PM,
585,Andrej Lazareva was picked by Team 10 as the 1030 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
586,Alexander Norman was added to Team 16.,2022-07-23 6:49:29 PM,
587,Alexander Norman was picked by Team 16 as the 1031 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
588,Karim Lofgren was added to Team 13.,2022-07-23 6:49:29 PM,
589,Karim Lofgren was picked by Team 13 as the 1032 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
590,Ruben Cooley was added to Team 13.,2022-07-23 6:49:29 PM,
591,Ruben Cooley was picked by Team 13 as the 1033 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
592,Suleyman Valeev was added to Team 16.,2022-07-23 6:49:29 PM,
593,Suleyman Valeev was picked by Team 16 as the 1034 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
594,Geoff Howell was added to Team 10.,2022-07-23 6:49:29 PM,
595,Geoff Howell was picked by Team 10 as the 1035 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
596,Kayrat Sviridov was added to Team 7.,2022-07-23 6:49:29 PM,
597,Kayrat Sviridov was picked by Team 7 as the 1036 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
598,Anders Niemela was added to Team 3.,2022-07-23 6:49:29 PM,
599,Anders Niemela was picked by Team 3 as the 1037 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
600,Armand Signer was added to Team 15.,2022-07-23 6:49:29 PM,
601,Armand Signer was picked by Team 15 as the 1038 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
602,Jose Jovanovic was added to Team 17.,2022-07-23 6:49:29 PM,
603,Jose Jovanovic was picked by Team 17 as the 1039 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
604,Robert Compton was added to Team 23.,2022-07-23 6:49:29 PM,
605,Robert Compton was picked by Team 23 as the 1040 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
606,Ervin Kocisova was added to Team 19.,2022-07-23 6:49:29 PM,
607,Ervin Kocisova was picked by Team 19 as the 1041 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
608,Gilbert Revel was added to Team 1.,2022-07-23 6:49:29 PM,
609,Gilbert Revel was picked by Team 1 as the 1042 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
610,Philip Allan was added to Team 22.,2022-07-23 6:49:29 PM,
611,Philip Allan was picked by Team 22 as the 1043 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
612,Matvey Kryukov was added to Team 2.,2022-07-23 6:49:29 PM,
613,Matvey Kryukov was picked by Team 2 as the 1044 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
614,Daryn Sydykov was added to Team 6.,2022-07-23 6:49:29 PM,
615,Daryn Sydykov was picked by Team 6 as the 1045 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
616,Oliver Lane was added to Team 24.,2022-07-23 6:49:29 PM,
617,Oliver Lane was picked by Team 24 as the 1046 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
618,Jonathan Beauregard was added to Team 18.,2022-07-23 6:49:29 PM,
619,Jonathan Beauregard was picked by Team 18 as the 1047 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
620,Dick Potts was added to Team 14.,2022-07-23 6:49:29 PM,
621,Dick Potts was picked by Team 14 as the 1048 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
622,Roland Noble was added to Team 5.,2022-07-23 6:49:29 PM,
623,Roland Noble was picked by Team 5 as the 1049 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
624,Albert Larocque was added to Team 12.,2022-07-23 6:49:29 PM,
625,Albert Larocque was picked by Team 12 as the 1050 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
626,Akseli Hietamaki was added to Team 9.,2022-07-23 6:49:29 PM,
627,Akseli Hietamaki was picked by Team 9 as the 1051 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
628,Benoit Grant was added to Team 20.,2022-07-23 6:49:29 PM,
629,Benoit Grant was picked by Team 20 as the 1052 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
630,Edwin Raymond was added to Team 11.,2022-07-23 6:49:29 PM,
631,Edwin Raymond was picked by Team 11 as the 1053 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
632,Max Lawrence was added to Team 21.,2022-07-23 6:49:29 PM,
633,Max Lawrence was picked by Team 21 as the 1054 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
634,Clive Armitage was added to Team 8.,2022-07-23 6:49:29 PM,
635,Clive Armitage was picked by Team 8 as the 1055 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
636,Eddie Dunn was added to Team 4.,2022-07-23 6:49:29 PM,
637,Eddie Dunn was picked by Team 4 as the 1056 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
638,Kasper Juutilainen was added to Team 4.,2022-07-23 6:49:29 PM,
639,Kasper Juutilainen was picked by Team 4 as the 1057 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
640,Yves Pellerin was added to Team 8.,2022-07-23 6:49:29 PM,
641,Yves Pellerin was picked by Team 8 as the 1058 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
642,Tadeas Vit was added to Team 21.,2022-07-23 6:49:29 PM,
643,Tadeas Vit was picked by Team 21 as the 1059 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
644,Ernest Deschenes was added to Team 11.,2022-07-23 6:49:29 PM,
645,Ernest Deschenes was picked by Team 11 as the 1060 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
646,Rich Donnelly was added to Team 20.,2022-07-23 6:49:29 PM,
647,Rich Donnelly was picked by Team 20 as the 1061 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
648,Harold Wang was added to Team 9.,2022-07-23 6:49:29 PM,
649,Harold Wang was picked by Team 9 as the 1062 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
650,Ali Gavrilov was added to Team 12.,2022-07-23 6:49:29 PM,
651,Ali Gavrilov was picked by Team 12 as the 1063 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
652,Reinhard Sommer was added to Team 5.,2022-07-23 6:49:29 PM,
653,Reinhard Sommer was picked by Team 5 as the 1064 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
654,Jerry Barnes was added to Team 14.,2022-07-23 6:49:29 PM,
655,Jerry Barnes was picked by Team 14 as the 1065 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
656,Norm Sanderson was added to Team 18.,2022-07-23 6:49:29 PM,
657,Norm Sanderson was picked by Team 18 as the 1066 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
658,George Charlebois was added to Team 24.,2022-07-23 6:49:29 PM,
659,George Charlebois was picked by Team 24 as the 1067 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
660,Mauri Tuomela was added to Team 6.,2022-07-23 6:49:29 PM,
661,Mauri Tuomela was picked by Team 6 as the 1068 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
662,Nigel Morrison was added to Team 2.,2022-07-23 6:49:29 PM,
663,Nigel Morrison was picked by Team 2 as the 1069 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
664,Angel Soto was added to Team 22.,2022-07-23 6:49:29 PM,
665,Angel Soto was picked by Team 22 as the 1070 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
666,Eetu Ruuskanen was added to Team 1.,2022-07-23 6:49:29 PM,
667,Eetu Ruuskanen was picked by Team 1 as the 1071 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
668,Andres Bright was added to Team 19.,2022-07-23 6:49:29 PM,
669,Andres Bright was picked by Team 19 as the 1072 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
670,Michel Chapman was added to Team 23.,2022-07-23 6:49:29 PM,
671,Michel Chapman was picked by Team 23 as the 1073 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
672,Drew Tremblay was added to Team 17.,2022-07-23 6:49:29 PM,
673,Drew Tremblay was picked by Team 17 as the 1074 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
674,Nathan Lamb was added to Team 15.,2022-07-23 6:49:29 PM,
675,Nathan Lamb was picked by Team 15 as the 1075 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
676,Corey Kennedy was added to Team 3.,2022-07-23 6:49:29 PM,
677,Corey Kennedy was picked by Team 3 as the 1076 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
678,Laurent St-Pierre was added to Team 7.,2022-07-23 6:49:29 PM,
679,Laurent St-Pierre was picked by Team 7 as the 1077 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
680,Ken Corriveau was added to Team 10.,2022-07-23 6:49:29 PM,
681,Ken Corriveau was picked by Team 10 as the 1078 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
682,Leon English was added to Team 16.,2022-07-23 6:49:29 PM,
683,Leon English was picked by Team 16 as the 1079 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
684,Akezhan Litvinov was added to Team 13.,2022-07-23 6:49:29 PM,
685,Akezhan Litvinov was picked by Team 13 as the 1080 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
686,Derrick Noel was added to Team 13.,2022-07-23 6:49:29 PM,
687,Derrick Noel was picked by Team 13 as the 1081 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
688,Gustav Hruby was added to Team 16.,2022-07-23 6:49:29 PM,
689,Gustav Hruby was picked by Team 16 as the 1082 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
690,Kurt Calderon was added to Team 10.,2022-07-23 6:49:29 PM,
691,Kurt Calderon was picked by Team 10 as the 1083 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
692,Karri Turunen was added to Team 7.,2022-07-23 6:49:29 PM,
693,Karri Turunen was picked by Team 7 as the 1084 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
694,Leif Hammarlund was added to Team 3.,2022-07-23 6:49:29 PM,
695,Leif Hammarlund was picked by Team 3 as the 1085 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
696,Randy Ma was added to Team 15.,2022-07-23 6:49:29 PM,
697,Randy Ma was picked by Team 15 as the 1086 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
698,Adam Xu was added to Team 17.,2022-07-23 6:49:29 PM,
699,Adam Xu was picked by Team 17 as the 1087 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
700,Medard Jankovicova was added to Team 23.,2022-07-23 6:49:29 PM,
701,Medard Jankovicova was picked by Team 23 as the 1088 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
702,Nurtas Nurpeisov was added to Team 19.,2022-07-23 6:49:29 PM,
703,Nurtas Nurpeisov was picked by Team 19 as the 1089 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
704,Terry Orr was added to Team 1.,2022-07-23 6:49:29 PM,
705,Terry Orr was picked by Team 1 as the 1090 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
706,Amir Ramstrom was added to Team 22.,2022-07-23 6:49:29 PM,
707,Amir Ramstrom was picked by Team 22 as the 1091 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
708,Mitchell Fitzgerald was added to Team 2.,2022-07-23 6:49:29 PM,
709,Mitchell Fitzgerald was picked by Team 2 as the 1092 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
710,Veniamin Petrosyan was added to Team 6.,2022-07-23 6:49:29 PM,
711,Veniamin Petrosyan was picked by Team 6 as the 1093 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
712,Martin Vachon was added to Team 24.,2022-07-23 6:49:29 PM,
713,Martin Vachon was picked by Team 24 as the 1094 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
714,Charlie Choi was added to Team 18.,2022-07-23 6:49:29 PM,
715,Charlie Choi was picked by Team 18 as the 1095 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
716,Arsen Kozhevnikova was added to Team 14.,2022-07-23 6:49:29 PM,
717,Arsen Kozhevnikova was picked by Team 14 as the 1096 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
718,Ted Flores was added to Team 5.,2022-07-23 6:49:29 PM,
719,Ted Flores was picked by Team 5 as the 1097 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
720,Olivier Davidson was added to Team 12.,2022-07-23 6:49:29 PM,
721,Olivier Davidson was picked by Team 12 as the 1098 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
722,Mitchell Russo was added to Team 9.,2022-07-23 6:49:29 PM,
723,Mitchell Russo was picked by Team 9 as the 1099 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
724,Tyrone Mccall was added to Team 20.,2022-07-23 6:49:29 PM,
725,Tyrone Mccall was picked by Team 20 as the 1100 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
726,Francis St-Laurent was added to Team 11.,2022-07-23 6:49:29 PM,
727,Francis St-Laurent was picked by Team 11 as the 1101 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
728,Stephan Wold was added to Team 21.,2022-07-23 6:49:29 PM,
729,Stephan Wold was picked by Team 21 as the 1102 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
730,Barry Ferguson was added to Team 8.,2022-07-23 6:49:29 PM,
731,Barry Ferguson was picked by Team 8 as the 1103 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
732,Ravil Kirillov was added to Team 4.,2022-07-23 6:49:29 PM,
733,Ravil Kirillov was picked by Team 4 as the 1104 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
734,Clyde Webster was added to Team 4.,2022-07-23 6:49:29 PM,
735,Clyde Webster was picked by Team 4 as the 1105 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
736,Elling Enoksen was added to Team 8.,2022-07-23 6:49:29 PM,
737,Elling Enoksen was picked by Team 8 as the 1106 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
738,Darren Cruz was added to Team 21.,2022-07-23 6:49:29 PM,
739,Darren Cruz was picked by Team 21 as the 1107 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
740,James Harder was added to Team 11.,2022-07-23 6:49:29 PM,
741,James Harder was picked by Team 11 as the 1108 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
742,Ilyar Ilina was added to Team 20.,2022-07-23 6:49:29 PM,
743,Ilyar Ilina was picked by Team 20 as the 1109 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
744,Mel Lim was added to Team 9.,2022-07-23 6:49:29 PM,
745,Mel Lim was picked by Team 9 as the 1110 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
746,Anton Merilainen was added to Team 12.,2022-07-23 6:49:29 PM,
747,Anton Merilainen was picked by Team 12 as the 1111 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
748,Jesper Leinonen was added to Team 5.,2022-07-23 6:49:29 PM,
749,Jesper Leinonen was picked by Team 5 as the 1112 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
750,Xaver Probst was added to Team 14.,2022-07-23 6:49:29 PM,
751,Xaver Probst was picked by Team 14 as the 1113 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
752,Ullrich Dreyer was added to Team 18.,2022-07-23 6:49:29 PM,
753,Ullrich Dreyer was picked by Team 18 as the 1114 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
754,Carl Poutiainen was added to Team 24.,2022-07-23 6:49:29 PM,
755,Carl Poutiainen was picked by Team 24 as the 1115 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
756,Elias Erichsen was added to Team 6.,2022-07-23 6:49:29 PM,
757,Elias Erichsen was picked by Team 6 as the 1116 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
758,Yan Eryomina was added to Team 2.,2022-07-23 6:49:29 PM,
759,Yan Eryomina was picked by Team 2 as the 1117 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
760,Slavko Vankova was added to Team 22.,2022-07-23 6:49:29 PM,
761,Slavko Vankova was picked by Team 22 as the 1118 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
762,Paul Dennis was added to Team 1.,2022-07-23 6:49:29 PM,
763,Paul Dennis was picked by Team 1 as the 1119 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
764,Hugh Laberge was added to Team 19.,2022-07-23 6:49:29 PM,
765,Hugh Laberge was picked by Team 19 as the 1120 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
766,Bator Golovko was added to Team 23.,2022-07-23 6:49:29 PM,
767,Bator Golovko was picked by Team 23 as the 1121 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
768,Vojta Stransky was added to Team 17.,2022-07-23 6:49:29 PM,
769,Vojta Stransky was picked by Team 17 as the 1122 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
770,Ayan Emelyanov was added to Team 15.,2022-07-23 6:49:29 PM,
771,Ayan Emelyanov was picked by Team 15 as the 1123 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
772,Joacim Heden was added to Team 3.,2022-07-23 6:49:29 PM,
773,Joacim Heden was picked by Team 3 as the 1124 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
774,Nadir Mamedov was added to Team 7.,2022-07-23 6:49:29 PM,
775,Nadir Mamedov was picked by Team 7 as the 1125 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
776,Ricky Dhillon was added to Team 10.,2022-07-23 6:49:29 PM,
777,Ricky Dhillon was picked by Team 10 as the 1126 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
778,Brandon Poole was added to Team 16.,2022-07-23 6:49:29 PM,
779,Brandon Poole was picked by Team 16 as the 1127 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
780,Pedro Watkins was added to Team 13.,2022-07-23 6:49:29 PM,
781,Pedro Watkins was picked by Team 13 as the 1128 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
782,Marc-Andre Schultz was added to Team 13.,2022-07-23 6:49:29 PM,
783,Marc-Andre Schultz was picked by Team 13 as the 1129 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
784,Raduz Gallova was added to Team 16.,2022-07-23 6:49:29 PM,
785,Raduz Gallova was picked by Team 16 as the 1130 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
786,Fernando Chapman was added to Team 10.,2022-07-23 6:49:29 PM,
787,Fernando Chapman was picked by Team 10 as the 1131 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
788,Vince Berg was added to Team 7.,2022-07-23 6:49:29 PM,
789,Vince Berg was picked by Team 7 as the 1132 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
790,Dmitri Starovoytov was added to Team 3.,2022-07-23 6:49:29 PM,
791,Dmitri Starovoytov was picked by Team 3 as the 1133 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
792,Samuel Theis was added to Team 15.,2022-07-23 6:49:29 PM,
793,Samuel Theis was picked by Team 15 as the 1134 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
794,Georges Lepine was added to Team 17.,2022-07-23 6:49:29 PM,
795,Georges Lepine was picked by Team 17 as the 1135 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
796,Douglas Doiron was added to Team 23.,2022-07-23 6:49:29 PM,
797,Douglas Doiron was picked by Team 23 as the 1136 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
798,Stefan Farrell was added to Team 19.,2022-07-23 6:49:29 PM,
799,Stefan Farrell was picked by Team 19 as the 1137 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
800,Trevor Gauthier was added to Team 1.,2022-07-23 6:49:29 PM,
801,Trevor Gauthier was picked by Team 1 as the 1138 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
802,Geo Hamilton was added to Team 22.,2022-07-23 6:49:29 PM,
803,Geo Hamilton was picked by Team 22 as the 1139 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
804,Jeffrey Beck was added to Team 2.,2022-07-23 6:49:29 PM,
805,Jeffrey Beck was picked by Team 2 as the 1140 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
806,Joel Phelps was added to Team 6.,2022-07-23 6:49:29 PM,
807,Joel Phelps was picked by Team 6 as the 1141 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
808,Felix Piche was added to Team 24.,2022-07-23 6:49:29 PM,
809,Felix Piche was picked by Team 24 as the 1142 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
810,Arnold Rohner was added to Team 18.,2022-07-23 6:49:29 PM,
811,Arnold Rohner was picked by Team 18 as the 1143 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
812,Tommy Preston was added to Team 14.,2022-07-23 6:49:29 PM,
813,Tommy Preston was picked by Team 14 as the 1144 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
814,Michael Sun was added to Team 5.,2022-07-23 6:49:29 PM,
815,Michael Sun was picked by Team 5 as the 1145 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
816,Antoine Asselin was added to Team 12.,2022-07-23 6:49:29 PM,
817,Antoine Asselin was picked by Team 12 as the 1146 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
818,Colin Lopez was added to Team 9.,2022-07-23 6:49:29 PM,
819,Colin Lopez was picked by Team 9 as the 1147 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
820,Shaun Tan was added to Team 20.,2022-07-23 6:49:29 PM,
821,Shaun Tan was picked by Team 20 as the 1148 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
822,Scott Durand was added to Team 11.,2022-07-23 6:49:29 PM,
823,Scott Durand was picked by Team 11 as the 1149 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
824,Ildar Sultanov was added to Team 21.,2022-07-23 6:49:29 PM,
825,Ildar Sultanov was picked by Team 21 as the 1150 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
826,Vern Perry was added to Team 8.,2022-07-23 6:49:29 PM,
827,Vern Perry was picked by Team 8 as the 1151 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
828,Doug Benson was added to Team 4.,2022-07-23 6:49:29 PM,
829,Doug Benson was picked by Team 4 as the 1152 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
830,Sylvain Rice was added to Team 4.,2022-07-23 6:49:29 PM,
831,Sylvain Rice was picked by Team 4 as the 1153 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
832,Andy Barker was added to Team 8.,2022-07-23 6:49:29 PM,
833,Andy Barker was picked by Team 8 as the 1154 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
834,Ildus Latypova was added to Team 21.,2022-07-23 6:49:29 PM,
835,Ildus Latypova was picked by Team 21 as the 1155 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
836,Thore Bergsten was added to Team 11.,2022-07-23 6:49:29 PM,
837,Thore Bergsten was picked by Team 11 as the 1156 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
838,Zachary Thornton was added to Team 20.,2022-07-23 6:49:29 PM,
839,Zachary Thornton was picked by Team 20 as the 1157 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
840,Max Wall was added to Team 9.,2022-07-23 6:49:29 PM,
841,Max Wall was picked by Team 9 as the 1158 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
842,Antosha Galimov was added to Team 12.,2022-07-23 6:49:29 PM,
843,Antosha Galimov was picked by Team 12 as the 1159 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
844,Isaac Power was added to Team 5.,2022-07-23 6:49:29 PM,
845,Isaac Power was picked by Team 5 as the 1160 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
846,Ben O'Neill was added to Team 14.,2022-07-23 6:49:29 PM,
847,Ben O'Neill was picked by Team 14 as the 1161 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
848,Clint Lewis was added to Team 18.,2022-07-23 6:49:29 PM,
849,Clint Lewis was picked by Team 18 as the 1162 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
850,Brandon Hall was added to Team 24.,2022-07-23 6:49:29 PM,
851,Brandon Hall was picked by Team 24 as the 1163 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
852,Emmanuel Buckley was added to Team 6.,2022-07-23 6:49:29 PM,
853,Emmanuel Buckley was picked by Team 6 as the 1164 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
854,Ali Sabitov was added to Team 2.,2022-07-23 6:49:29 PM,
855,Ali Sabitov was picked by Team 2 as the 1165 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
856,Akezhan Kadyrova was added to Team 22.,2022-07-23 6:49:29 PM,
857,Akezhan Kadyrova was picked by Team 22 as the 1166 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
858,Timofey Afonina was added to Team 1.,2022-07-23 6:49:29 PM,
859,Timofey Afonina was picked by Team 1 as the 1167 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
860,Dale Barton was added to Team 19.,2022-07-23 6:49:29 PM,
861,Dale Barton was picked by Team 19 as the 1168 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
862,Lasse Forss was added to Team 23.,2022-07-23 6:49:29 PM,
863,Lasse Forss was picked by Team 23 as the 1169 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
864,Voitto Backlund was added to Team 17.,2022-07-23 6:49:29 PM,
865,Voitto Backlund was picked by Team 17 as the 1170 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
866,Laurent Viala was added to Team 15.,2022-07-23 6:49:29 PM,
